participant,block,trial,screenID,setsize,nTarget,nDistractor,layout,colorCon,radius,cueType,cueColor,condition,ratio,correct,acc,RT
2,1,24,judge,8,4,4,intermixed,random,large,color,NA,neutral,even,arrowup,1,2279
2,1,25,cue,4,2,2,intermixed,random,large,color,#660fbd,neutral,even,NA,NA,NA
2,1,25,judge,4,2,2,intermixed,random,large,color,NA,neutral,even,arrowdown,1,1087
2,1,26,cue,12,6,6,intermixed,random,large,color,#2b5bee,neutral,even,NA,NA,NA
2,1,26,judge,12,6,6,intermixed,random,large,color,NA,neutral,even,arrowdown,1,2994
2,1,27,cue,8,4,4,separated,random,large,color,#660fbd,neutral,even,NA,NA,NA
2,1,27,judge,8,4,4,separated,random,large,color,NA,neutral,even,arrowup,1,863
2,1,28,cue,8,4,4,separated,random,large,color,#660fbd,neutral,even,NA,NA,NA
2,1,28,judge,8,4,4,separated,random,large,color,NA,neutral,even,arrowup,1,2306
2,1,29,cue,12,6,6,separated,random,large,color,#0eaaaa,neutral,even,NA,NA,NA
2,1,29,judge,12,6,6,separated,random,large,color,NA,neutral,even,arrowdown,1,1396
2,2,0,cue,4,2,2,separated,random,large,color,#660fbd,negative,even,NA,NA,NA
2,2,0,judge,4,2,2,separated,random,large,color,NA,negative,even,arrowup,0,1377
2,2,1,cue,12,6,6,intermixed,random,large,color,#2b5bee,negative,even,NA,NA,NA
2,2,1,judge,12,6,6,intermixed,random,large,color,NA,negative,even,arrowup,1,3276
2,2,2,cue,12,6,6,intermixed,random,large,color,#2b5bee,negative,even,NA,NA,NA
2,2,2,judge,12,6,6,intermixed,random,large,color,NA,negative,even,arrowup,1,1577
2,2,3,cue,4,2,2,intermixed,random,large,color,#ecb718,negative,even,NA,NA,NA
2,2,3,judge,4,2,2,intermixed,random,large,color,NA,negative,even,arrowdown,1,696
2,2,4,cue,12,6,6,intermixed,random,large,color,#e713b2,negative,even,NA,NA,NA
2,2,4,judge,12,6,6,intermixed,random,large,color,NA,negative,even,arrowdown,1,1112
2,2,5,cue,8,4,4,intermixed,random,large,color,#660fbd,negative,even,NA,NA,NA
